,athlete_first_name,athlete_id,athlete_last_name,championship_number,country,distance,gender,location,mark_time,place
798,Alexandria,197032,Anderson,14,USA,100,women,Moskva,11.1,7
799,Octavious,240805,Freeman,14,USA,100,women,Moskva,11.16,8
800,Marlies,80702,Göhr,1,GDR,100,women,Helsinki,10.97,1
801,Marita,80703,Koch,1,GDR,100,women,Helsinki,11.02,2
802,Diane,62067,Williams,1,USA,100,women,Helsinki,11.06,3
803,Merlene,61432,Ottey,1,JAM,100,women,Helsinki,11.19,4
804,Angela,60100,Bailey,1,CAN,100,women,Helsinki,11.2,5
805,Helinä,64373,Marjamaa,1,FIN,100,women,Helsinki,11.24,6
806,Angella,60833,Taylor-Issajenko,1,CAN,100,women,Helsinki,11.3,7
807,Evelyn,60079,Ashford,1,USA,100,women,Helsinki,,8
808,Silke,80761,Gladisch-Möller,2,GDR,100,women,Roma,10.9,1
809,Heike,80762,Drechsler,2,GDR,100,women,Roma,11.0,2
810,Merlene,61432,Ottey,2,JAM,100,women,Roma,11.04,3
811,Diane,62067,Williams,2,USA,100,women,Roma,11.07,4
812,Angella,60833,Taylor-Issajenko,2,CAN,100,women,Roma,11.09,5
813,Anelia,64540,Nuneva,2,BUL,100,women,Roma,11.09,6
814,Angela,60100,Bailey,2,CAN,100,women,Roma,11.18,7
815,Pam,61173,Marshall,2,USA,100,women,Roma,11.19,8
816,Katrin,60999,Krabbe,3,GER,100,women,Tokyo,10.99,1
817,Gwen,61921,Torrence,3,USA,100,women,Tokyo,11.03,2
818,Merlene,61432,Ottey,3,JAM,100,women,Tokyo,11.06,3
819,Irina,62916,Privalova,3,URS,100,women,Tokyo,11.16,4
820,Evelyn,60079,Ashford,3,USA,100,women,Tokyo,11.3,5
821,Juliet,60377,Cuthbert,3,JAM,100,women,Tokyo,11.33,6
822,Mary,61419,Onyali-Omagbemi,3,NGR,100,women,Tokyo,11.39,7
823,Carlette,60683,Guidry-White,3,USA,100,women,Tokyo,11.52,8
824,Gail,60432,Devers,4,USA,100,women,Stuttgart,10.82,1
825,Merlene,61432,Ottey,4,JAM,100,women,Stuttgart,10.82,2
826,Gwen,61921,Torrence,4,USA,100,women,Stuttgart,10.89,3
827,Irina,62916,Privalova,4,RUS,100,women,Stuttgart,10.96,4
828,Mary,61419,Onyali-Omagbemi,4,NGR,100,women,Stuttgart,11.05,5
829,Natalya,62009,Pomoshchnikova-Voronova,4,RUS,100,women,Stuttgart,11.2,6
830,Nicole,62727,Mitchell,4,JAM,100,women,Stuttgart,11.2,7
831,Liliana,60037,Allen,4,CUB,100,women,Stuttgart,11.23,8
832,Gwen,61921,Torrence,5,USA,100,women,Göteborg,10.85,1
833,Merlene,61432,Ottey,5,JAM,100,women,Göteborg,10.94,2
834,Irina,62916,Privalova,5,RUS,100,women,Göteborg,10.96,3
835,Carlette,60683,Guidry-White,5,USA,100,women,Göteborg,11.07,4
836,Zhanna,62719,Block,5,UKR,100,women,Göteborg,11.07,5
837,Melanie,67899,Paschke,5,GER,100,women,Göteborg,11.1,6
838,Mary,61419,Onyali-Omagbemi,5,NGR,100,women,Göteborg,11.15,7
839,Juliet,60377,Cuthbert,5,JAM,100,women,Göteborg,11.44,8
840,Marion,62739,Jones,6,USA,100,women,Athína,10.83,1
841,Zhanna,62719,Block,6,UKR,100,women,Athína,10.85,2
842,Savatheda,68270,Fynes,6,BAH,100,women,Athína,11.03,3
843,Christine,70454,Arron,6,FRA,100,women,Athína,11.05,4
844,Inger,63305,Miller,6,USA,100,women,Athína,11.18,5
845,Melanie,67899,Paschke,6,GER,100,women,Athína,11.19,6
846,Merlene,61432,Ottey,6,JAM,100,women,Athína,11.29,7
847,Chryste,62724,Gaines,6,USA,100,women,Athína,11.32,8
848,Marion,62739,Jones,7,USA,100,women,Sevilla,10.7,1
849,Inger,63305,Miller,7,USA,100,women,Sevilla,10.79,2
850,Ekateríni,68408,Thánou,7,GRE,100,women,Sevilla,10.84,3
851,Zhanna,62719,Block,7,UKR,100,women,Sevilla,10.95,4
852,Gail,60432,Devers,7,USA,100,women,Sevilla,10.95,5
853,Christine,70454,Arron,7,FRA,100,women,Sevilla,10.97,6
854,Chandra,67766,Sturrup,7,BAH,100,women,Sevilla,11.06,7
855,Mercy,140068,Nku,7,NGR,100,women,Sevilla,11.16,8
856,Zhanna,62719,Block,8,UKR,100,women,Edmonton,10.82,1
857,Ekateríni,68408,Thánou,8,GRE,100,women,Edmonton,10.91,2
858,Chandra,67766,Sturrup,8,BAH,100,women,Edmonton,11.02,3
859,Chryste,62724,Gaines,8,USA,100,women,Edmonton,11.06,4
860,Debbie,68269,Ferguson-McKenzie,8,BAH,100,women,Edmonton,11.13,5
861,Mercy,140068,Nku,8,NGR,100,women,Edmonton,11.17,6
862,Marion,62739,Jones,8,USA,100,women,Edmonton,,7
863,Kelli,135259,White,8,USA,100,women,Edmonton,,8
864,Torri,136060,Edwards,9,USA,100,women,Saint-Denis,10.93,1
865,Chandra,67766,Sturrup,9,BAH,100,women,Saint-Denis,11.02,2
866,Ekateríni,68408,Thánou,9,GRE,100,women,Saint-Denis,11.03,3
867,Christine,70454,Arron,9,FRA,100,women,Saint-Denis,11.06,4
868,Aleen,170512,Bailey,9,JAM,100,women,Saint-Denis,11.07,5
869,Gail,60432,Devers,9,USA,100,women,Saint-Denis,11.11,6
870,Kelli,135259,White,9,USA,100,women,Saint-Denis,,7
871,Zhanna,62719,Block,9,UKR,100,women,Saint-Denis,,8
872,Rashid,190507,Ramzi,10,BRN,1500,men,Helsinki,217.88,1
873,Adil,132966,Kaouch,10,MAR,1500,men,Helsinki,218.0,2
874,Rui,50437,Silva,10,POR,1500,men,Helsinki,218.02,3
875,Ivan,134832,Heshko,10,UKR,1500,men,Helsinki,218.71,4
876,Arturo,181719,Casado,10,ESP,1500,men,Helsinki,219.45,5
877,JuanCarlos,55732,Higuero,10,ESP,1500,men,Helsinki,220.34,6
878,AlexKipchirchir,189920,Rono,10,KEN,1500,men,Helsinki,220.43,7
879,Tarek,174834,Boukensa,10,ALG,1500,men,Helsinki,221.01,8
880,Alan,181141,Webb,10,USA,1500,men,Helsinki,221.04,9
881,DahamNajim,190516,Bashir,10,QAT,1500,men,Helsinki,223.48,10
882,Reyes,9716,Estévez,10,ESP,1500,men,Helsinki,226.65,11
883,Yassine,181808,Bensghir,10,MAR,1500,men,Helsinki,230.19,12
884,Bernard,135263,Lagat,11,USA,1500,men,Osaka,214.77,1
885,Rashid,190507,Ramzi,11,BRN,1500,men,Osaka,215.0,2
886,ShedrackKibet,183361,Korir,11,KEN,1500,men,Osaka,215.04,3
887,Asbel,233041,Kiprop,11,KEN,1500,men,Osaka,215.24,4
888,Tarek,174834,Boukensa,11,ALG,1500,men,Osaka,215.26,5
889,Anter,202499,Zerguelaine,11,ALG,1500,men,Osaka,215.29,6
890,Arturo,181719,Casado,11,ESP,1500,men,Osaka,215.62,7
891,Alan,181141,Webb,11,USA,1500,men,Osaka,215.69,8
892,Andrew,181800,Baddeley,11,GBR,1500,men,Osaka,215.95,9
893,Nicholas,186911,Willis,11,NZL,1500,men,Osaka,216.13,10
894,BelalMansoor,205807,Ali,11,BRN,1500,men,Osaka,216.44,11
895,Sergio,134897,Gallardo,11,ESP,1500,men,Osaka,217.03,12
896,JuanCarlos,55732,Higuero,11,ESP,1500,men,Osaka,218.43,13
897,Youssef,140032,Baba,11,MAR,1500,men,Osaka,218.78,14
898,YusufSaad,195576,Kamel,12,BRN,1500,men,Berlin,215.93,1
899,Deresse,234993,Mekonnen,12,ETH,1500,men,Berlin,216.01,2
900,Bernard,135263,Lagat,12,USA,1500,men,Berlin,216.2,3
901,Asbel,233041,Kiprop,12,KEN,1500,men,Berlin,216.47,4
902,AugustineKiprono,191718,Choge,12,KEN,1500,men,Berlin,216.53,5
903,Mohamed,194240,Moustaoui,12,MAR,1500,men,Berlin,216.57,6
904,Mehdi,56025,Baala,12,FRA,1500,men,Berlin,216.99,7
905,Lopez,225718,Lomong,12,USA,1500,men,Berlin,217.62,8
906,BelalMansoor,205807,Ali,12,BRN,1500,men,Berlin,217.72,9
907,Amine,170276,Laalou,12,MAR,1500,men,Berlin,217.82999999999998,10
908,Abdalaati,201943,Iguider,12,MAR,1500,men,Berlin,218.35,11
909,Leonel,205628,Manzano,12,USA,1500,men,Berlin,220.05,12
910,Asbel,233041,Kiprop,13,KEN,1500,men,Daegu,215.69,1
911,Silas,246921,Kiplagat,13,KEN,1500,men,Daegu,215.92000000000002,2
912,Matthew,228630,Centrowitz,13,USA,1500,men,Daegu,216.07999999999998,3
913,Manuel,179927,Olmedo,13,ESP,1500,men,Daegu,216.32999999999998,4
914,Abdalaati,201943,Iguider,13,MAR,1500,men,Daegu,216.56,5
915,Mohamed,194240,Moustaoui,13,MAR,1500,men,Daegu,216.8,6
916,Mekonnen,196593,Gebremedhin,13,ETH,1500,men,Daegu,216.81,7
917,Eduar,225664,Villanueva,13,VEN,1500,men,Daegu,217.31,8
918,Mehdi,56025,Baala,13,FRA,1500,men,Daegu,217.46,9
919,Ciaran,207942,O'Lionaird,13,IRL,1500,men,Daegu,217.81,10
920,Tarek,174834,Boukensa,13,ALG,1500,men,Daegu,218.05,11
921,Nicholas,186911,Willis,13,NZL,1500,men,Daegu,218.69,12
922,Asbel,233041,Kiprop,14,KEN,1500,men,Moskva,216.28,1
923,Matthew,228630,Centrowitz,14,USA,1500,men,Moskva,216.78,2
924,Johan,171416,Cronje,14,RSA,1500,men,Moskva,216.82999999999998,3
925,NixonKiplimo,248716,Chepseba,14,KEN,1500,men,Moskva,216.87,4
926,Homiyu,261296,Tesfaye,14,GER,1500,men,Moskva,217.03,5
927,Silas,246921,Kiplagat,14,KEN,1500,men,Moskva,217.11,6
928,Mekonnen,196593,Gebremedhin,14,ETH,1500,men,Moskva,217.21,7
929,Henrik,236562,Ingebrigtsen,14,NOR,1500,men,Moskva,217.52,8
930,Mohamed,194240,Moustaoui,14,MAR,1500,men,Moskva,218.07999999999998,9
931,Nathan,181947,Brannen,14,CAN,1500,men,Moskva,218.09,10
932,Florian,227195,Carvalho,14,FRA,1500,men,Moskva,219.17000000000002,11
933,Chris,261993,O'Hare,14,GBR,1500,men,Moskva,226.04,12
934,Steve,571,Cram,1,GBR,1500,men,Helsinki,221.59,1
935,Steve,2596,Scott,1,USA,1500,men,Helsinki,221.87,2
936,Saïd,91,Aouita,1,MAR,1500,men,Helsinki,222.02,3
937,Steve,2170,Ovett,1,GBR,1500,men,Helsinki,222.34,4
938,JoséManuel,7495,Abascal,1,ESP,1500,men,Helsinki,222.47,5
939,Pierre,667,Délèze,1,SUI,1500,men,Helsinki,223.69,6
940,Andreas,9899,Busse,1,GDR,1500,men,Helsinki,223.72,7
941,Dragan,3205,Zdravkovic,1,YUG,1500,men,Helsinki,223.75,8
942,John,3067,Walker,1,NZL,1500,men,Helsinki,224.24,9
943,Jan,1528,Kubista,1,TCH,1500,men,Helsinki,224.3,10
944,Uwe,138687,Becker,1,FRG,1500,men,Helsinki,225.09,11
945,Mike,7503,Boit,1,KEN,1500,men,Helsinki,226.46,12
946,Abdi,261,Bile,2,SOM,1500,men,Roma,216.8,1
947,JoséLuís,991,Gonzalez,2,ESP,1500,men,Roma,218.03,2
948,Jim,2722,Spivey,2,USA,1500,men,Roma,218.82,3
949,Joseph,481,Chesire,2,KEN,1500,men,Roma,219.36,4
950,Omer,6232,Khalifa,2,SUD,1500,men,Roma,219.81,5
951,Jens-Peter,1150,Herold,2,GDR,1500,men,Roma,220.14,6
952,Michael,1163,Hillardt,2,AUS,1500,men,Roma,220.23,7
953,Steve,571,Cram,2,GBR,1500,men,Roma,221.19,8
954,Han,1535,Kulker,2,NED,1500,men,Roma,222.16,9
955,Rémy,11208,Geoffroy,2,FRA,1500,men,Roma,223.03,10
956,Kipkoech,480,Cheruiyot,2,KEN,1500,men,Roma,224.54,11
957,Steve,2596,Scott,2,USA,1500,men,Roma,225.92000000000002,12
958,Noureddine,1936,Morceli,3,ALG,1500,men,Tokyo,212.84,1
959,WilfredOanda,1423,Kirochi,3,KEN,1500,men,Tokyo,214.84,2
960,Hauke,900,Fuhlbrügge,3,GER,1500,men,Tokyo,215.28,3
961,Jens-Peter,1150,Herold,3,GER,1500,men,Tokyo,215.37,4
962,Fermín,402,Cacho,3,ESP,1500,men,Tokyo,215.62,5
963,Mário,2655,Silva,3,POR,1500,men,Tokyo,215.76,6
964,David,3624,Kibet,3,KEN,1500,men,Tokyo,216.03,7
965,Gennaro,686,DiNapoli,3,ITA,1500,men,Tokyo,216.56,8
966,Mohamed,7841,Suleiman,3,QAT,1500,men,Tokyo,218.12,9
967,Matthew,3169,Yates,3,GBR,1500,men,Tokyo,218.71,10
968,Saïd,91,Aouita,3,MAR,1500,men,Tokyo,219.49,11
969,Simon,738,Doyle,3,AUS,1500,men,Tokyo,221.54,12
970,Noureddine,1936,Morceli,4,ALG,1500,men,Stuttgart,214.24,1
971,Fermín,402,Cacho,4,ESP,1500,men,Stuttgart,215.56,2
972,Abdi,261,Bile,4,SOM,1500,men,Stuttgart,215.96,3
973,Mohamed,7841,Suleiman,4,QAT,1500,men,Stuttgart,216.87,4
974,Jim,2722,Spivey,4,USA,1500,men,Stuttgart,217.42000000000002,5
975,Matthew,3169,Yates,4,GBR,1500,men,Stuttgart,217.61,6
976,Rachid,199,ElBasir,4,MAR,1500,men,Stuttgart,217.68,7
977,Mohamed,9477,Taki,4,MAR,1500,men,Stuttgart,217.76,8
978,Simon,738,Doyle,4,AUS,1500,men,Stuttgart,218.04,9
979,Rüdiger,9131,Stenzel,4,GER,1500,men,Stuttgart,218.66,10
980,Manuel,2185,Pancorbo,4,ESP,1500,men,Stuttgart,219.68,11
981,Gennaro,686,DiNapoli,4,ITA,1500,men,Stuttgart,227.38,12
982,Noureddine,1936,Morceli,5,ALG,1500,men,Göteborg,213.73,1
983,Hicham,9824,ElGuerrouj,5,MAR,1500,men,Göteborg,215.28,2
984,Vénuste,9100,Niyongabo,5,BDI,1500,men,Göteborg,215.56,3
985,Rachid,199,ElBasir,5,MAR,1500,men,Göteborg,215.96,4
986,Kevin,2794,Sullivan,5,CAN,1500,men,Göteborg,216.73,5
987,Abdelkader,9844,Chékhémani,5,FRA,1500,men,Göteborg,216.9,6
988,Mohamed,7841,Suleiman,5,QAT,1500,men,Göteborg,216.96,7
989,Fermín,402,Cacho,5,ESP,1500,men,Göteborg,217.02,8
990,Gary,9825,Lough,5,GBR,1500,men,Göteborg,217.59,9
991,Paul,20030,McMullen,5,USA,1500,men,Göteborg,218.23,10
992,Niall,9462,Bruton,5,IRL,1500,men,Göteborg,219.15,11
993,Isaac,3037,Viciosa,5,ESP,1500,men,Göteborg,221.12,12
994,Hicham,9824,ElGuerrouj,6,MAR,1500,men,Athína,215.82999999999998,1
995,Fermín,402,Cacho,6,ESP,1500,men,Athína,216.63,2
996,Reyes,9716,Estévez,6,ESP,1500,men,Athína,217.26,3
997,Noureddine,1936,Morceli,6,ALG,1500,men,Athína,217.37,4
998,Alí,13531,Hakimi,6,TUN,1500,men,Athína,217.51,5
999,Mohamed,7841,Suleiman,6,QAT,1500,men,Athína,217.53,6
1000,Graham,1186,Hood,6,CAN,1500,men,Athína,217.55,7
1001,Robert,12504,KiplagatAndersen,6,DEN,1500,men,Athína,217.66,8
1002,John,9845,Mayock,6,GBR,1500,men,Athína,218.67000000000002,9
1003,Rüdiger,9131,Stenzel,6,GER,1500,men,Athína,218.82,10
1004,Laban,20604,Rotich,6,KEN,1500,men,Athína,221.27,11
1005,Nadir,15143,Bosch,6,FRA,1500,men,Athína,228.35,12
1006,Hicham,9824,ElGuerrouj,7,MAR,1500,men,Sevilla,207.65,1
1007,Noah,131340,Ngeny,7,KEN,1500,men,Sevilla,208.73,2
1008,Reyes,9716,Estévez,7,ESP,1500,men,Sevilla,210.57,3
1009,Fermín,402,Cacho,7,ESP,1500,men,Sevilla,211.34,4
1010,AndrésManuel,9492,Díaz,7,ESP,1500,men,Sevilla,211.82999999999998,5
1011,Laban,20604,Rotich,7,KEN,1500,men,Sevilla,213.32,6
1012,DavidKipkoech,132070,Lelei,7,KEN,1500,men,Sevilla,213.82,7
1013,Driss,15151,Maazouzi,7,FRA,1500,men,Sevilla,214.02,8
1014,Steve,4611,Holman,7,USA,1500,men,Sevilla,214.32,9
1015,Graham,1186,Hood,7,CAN,1500,men,Sevilla,215.35,10
1016,Adil,132966,Kaouch,7,MAR,1500,men,Sevilla,227.05,11
1017,Noureddine,1936,Morceli,7,ALG,1500,men,Sevilla,,12
1018,Hicham,9824,ElGuerrouj,8,MAR,1500,men,Edmonton,210.68,1
1019,Bernard,135263,Lagat,8,KEN,1500,men,Edmonton,211.1,2
1020,Driss,15151,Maazouzi,8,FRA,1500,men,Edmonton,211.54,3
1021,William,131341,Chirchir,8,KEN,1500,men,Edmonton,211.91,4
1022,Reyes,9716,Estévez,8,ESP,1500,men,Edmonton,212.34,5
1023,JoséAntonio,131927,Redolat,8,ESP,1500,men,Edmonton,214.29,6
1024,Rui,50437,Silva,8,POR,1500,men,Edmonton,215.74,7
1025,Abdelkader,181385,Hachlaf,8,MAR,1500,men,Edmonton,216.54,8
1026,Gert-Jan,50205,Liefers,8,NED,1500,men,Edmonton,216.99,9
1027,Paul,20030,McMullen,8,USA,1500,men,Edmonton,219.35,10
1028,Adil,132966,Kaouch,8,MAR,1500,men,Edmonton,228.45,11
1029,Mehdi,56025,Baala,8,FRA,1500,men,Edmonton,235.36,12
1030,Hicham,9824,ElGuerrouj,9,MAR,1500,men,Saint-Denis,211.77,1
1031,Mehdi,56025,Baala,9,FRA,1500,men,Saint-Denis,212.31,2
1032,Ivan,134832,Heshko,9,UKR,1500,men,Saint-Denis,213.17000000000002,3
1033,Paul,55370,Korir,9,KEN,1500,men,Saint-Denis,213.47,4
1034,Rui,50437,Silva,9,POR,1500,men,Saint-Denis,213.68,5
1035,Reyes,9716,Estévez,9,ESP,1500,men,Saint-Denis,213.84,6
1036,Gert-Jan,50205,Liefers,9,NED,1500,men,Saint-Denis,213.99,7
1037,Vyacheslav,9559,Shabunin,9,RUS,1500,men,Saint-Denis,214.37,8
1038,IsaacKiprono,184647,Songok,9,KEN,1500,men,Saint-Denis,214.39,9
1039,Roberto,50020,Parra,9,ESP,1500,men,Saint-Denis,215.02,10
1040,JuanCarlos,55732,Higuero,9,ESP,1500,men,Saint-Denis,218.49,11
1041,Fouad,55667,Chouki,9,FRA,1500,men,Saint-Denis,,12
1042,Tatyana,131287,Tomashova,10,RUS,1500,women,Helsinki,240.35,1
1043,Olga,110270,Yegorova,10,RUS,1500,women,Helsinki,241.46,2
1044,Bouchra,115506,Ghézielle,10,FRA,1500,women,Helsinki,242.45,3
1045,Elena,193929,Soboleva,10,RUS,1500,women,Helsinki,242.48,4
1046,MaryamYusuf,196312,Jamal,10,BRN,1500,women,Helsinki,242.49,5
1047,Natalia,115638,Rodríguez,10,ESP,1500,women,Helsinki,243.06,6
1048,Anna,71089,JakubczakPawelec,10,POL,1500,women,Helsinki,243.38,7
1049,Gelete,194277,Burka,10,ETH,1500,women,Helsinki,244.77,8
1050,Carmen,115445,Douma-Hussar,10,CAN,1500,women,Helsinki,245.08,9
1051,Helen,132823,Clitheroe,10,GBR,1500,women,Helsinki,245.19,10
1052,Irina,132607,Krakoviak,10,LTU,1500,women,Helsinki,248.18,11
1053,Yuliya,192230,Fomenko,10,RUS,1500,women,Helsinki,,12
1054,MaryamYusuf,196312,Jamal,11,BRN,1500,women,Osaka,238.75,1
1055,Iryna,115177,Lishchynska,11,UKR,1500,women,Osaka,240.69,2
1056,Daniela,139964,Yordanova,11,BUL,1500,women,Osaka,240.82,3
1057,Mariem,183925,AlaouiSelsouli,11,MAR,1500,women,Osaka,241.52,4
1058,ViolaJelagat,175061,Kibiwot,11,KEN,1500,women,Osaka,242.1,5
1059,Agnes,175287,Samaria,11,NAM,1500,women,Osaka,247.61,6
1060,Natalya,189719,Panteleeva,11,RUS,1500,women,Osaka,247.82,7
1061,Lidia,110286,Chojecka,11,POL,1500,women,Osaka,248.64,8
1062,Nataliya,177317,Tobias,11,UKR,1500,women,Osaka,250.56,9
1063,Iris,132729,Fuentes-Pila,11,ESP,1500,women,Osaka,254.0,10
1064,Elena,193929,Soboleva,11,RUS,1500,women,Osaka,,11
1065,Yuliya,192230,Fomenko,11,RUS,1500,women,Osaka,,12
1066,MaryamYusuf,196312,Jamal,12,BRN,1500,women,Berlin,243.74,1
1067,Lisa,188164,Dobriskey,12,GBR,1500,women,Berlin,243.75,2
1068,Shannon,204835,Rowbury,12,USA,1500,women,Berlin,244.18,3
1069,Nuria,75070,Fernández,12,ESP,1500,women,Berlin,244.91,4
1070,Christin,192905,Wurth-Thomas,12,USA,1500,women,Berlin,245.21,5
1071,Anna,225324,Pierce,12,USA,1500,women,Berlin,246.19,6
1072,Lidia,110286,Chojecka,12,POL,1500,women,Berlin,247.17,7
1073,Natalya,176431,Evdokimova,12,RUS,1500,women,Berlin,247.71,8
1074,Kalkidan,242955,Gezahegne,12,ETH,1500,women,Berlin,248.81,9
1075,Gelete,194277,Burka,12,ETH,1500,women,Berlin,251.21,10
1076,Mariem,183925,AlaouiSelsouli,12,MAR,1500,women,Berlin,,11
1077,Natalia,115638,Rodríguez,12,ESP,1500,women,Berlin,,12
1078,Jennifer,200448,Simpson,13,USA,1500,women,Daegu,245.4,1
1079,Hannah,207511,England,13,GBR,1500,women,Daegu,245.68,2
1080,Natalia,115638,Rodríguez,13,ESP,1500,women,Daegu,245.87,3
1081,Btissam,174960,Lakhouad,13,MAR,1500,women,Daegu,246.18,4
1082,Kalkidan,242955,Gezahegne,13,ETH,1500,women,Daegu,246.42,5
1083,Ingvill,134859,MåkestadBovim,13,NOR,1500,women,Daegu,246.85,6
1084,Mimi,237217,Belete,13,BRN,1500,women,Daegu,247.6,7
1085,Tugba,257262,KarakayaKoyuncu,13,TUR,1500,women,Daegu,248.14,8
1086,Morgan,223597,Uceny,13,USA,1500,women,Daegu,259.71,9
1087,HellenOnsando,263953,Obiri,13,KEN,1500,women,Daegu,260.23,10
1088,MaryamYusuf,196312,Jamal,13,BRN,1500,women,Daegu,262.67,11
1089,Nataliya,177317,Tobias,13,UKR,1500,women,Daegu,,12
1090,Abeba,248056,Aregawi,14,SWE,1500,women,Moskva,242.67,1
1091,Jennifer,200448,Simpson,14,USA,1500,women,Moskva,242.99,2
1092,HellenOnsando,263953,Obiri,14,KEN,1500,women,Moskva,243.86,3
1093,Hannah,207511,England,14,GBR,1500,women,Moskva,244.98,4
1094,FaithChepngetich,254303,Kipyegon,14,KEN,1500,women,Moskva,245.08,5
1095,Ekaterina,196560,Sharmina,14,RUS,1500,women,Moskva,245.49,6
1096,Zoe,201944,Buckman,14,AUS,1500,women,Moskva,245.77,7
1097,Genzebe,226511,Dibaba,14,ETH,1500,women,Moskva,245.99,8
1098,NancyJebet,115330,Langat,14,KEN,1500,women,Moskva,246.01,9
1099,Mary,263803,Cain,14,USA,1500,women,Moskva,247.19,10
1100,Siham,194250,Hilali,14,MAR,1500,women,Moskva,249.16,11
1101,Elena,244959,Korobkina,14,RUS,1500,women,Moskva,250.18,12
1102,Mary,61747,Slaney,1,USA,1500,women,Helsinki,240.9,1
1103,Zamira,68508,Zaitseva,1,URS,1500,women,Helsinki,241.19,2
1104,Yekaterina,61520,Podkopayeva,1,URS,1500,women,Helsinki,242.25,3
1105,Ravilya,60988,Agletdinova-Kotovich,1,URS,1500,women,Helsinki,242.67,4
1106,Wendy,61751,Sly,1,GBR,1500,women,Helsinki,244.14,5
1107,Doina,61238,Melinte,1,ROU,1500,women,Helsinki,244.42,6
1108,Gabriella,63943,Dorio,1,ITA,1500,women,Helsinki,244.73,7
1109,Brit,80720,Lind-Petersen-McRoberts,1,CAN,1500,women,Helsinki,245.73,8
1110,Christina,60273,Boxer-Cahill,1,GBR,1500,women,Helsinki,246.74,9
1111,Cornelia,60241,Bürki,1,SUI,1500,women,Helsinki,251.61,10
1112,Ivana,61011,Kubesova,1,TCH,1500,women,Helsinki,255.12,11
1113,Maria,66271,Radu,1,ROU,1500,women,Helsinki,259.03,12
1114,Tatyana,61655,Samolenko-Dorovskikh,2,URS,1500,women,Roma,238.56,1
1115,Hildegard,80772,Ullrich-Körner,2,GDR,1500,women,Roma,238.67000000000002,2
1116,Doina,61238,Melinte,2,ROU,1500,women,Roma,239.27,3
1117,Cornelia,60241,Bürki,2,SUI,1500,women,Roma,239.9,4
1118,Andrea,60695,Lange-Hahmann,2,GDR,1500,women,Roma,240.63,5
1119,Kirsty,62016,Wade,2,GBR,1500,women,Roma,241.41,6
1120,Diana,61591,Richburg,2,USA,1500,women,Roma,241.79,7
1121,Elly,61970,vanHulst,2,NED,1500,women,Roma,243.63,8
1122,Svetlana,60946,Kitova,2,URS,1500,women,Roma,244.66,9
1123,Linda,61710,Sheskey,2,USA,1500,women,Roma,248.33,10
1124,Debbie,60205,Scott-Bowker,2,CAN,1500,women,Roma,248.38,11
1125,Mitica,60345,Junghiatu-Constantin,2,ROU,1500,women,Roma,250.35,12
1126,Marina,62091,Yachmenyova,2,URS,1500,women,Roma,250.51,13
1127,Sandra,60619,Gasser,2,SUI,1500,women,Roma,,14
1128,Ulrike,80774,Bruns,2,GDR,1500,women,Roma,,15
1129,Hassiba,60203,Boulmerka,3,ALG,1500,women,Tokyo,242.21,1
1130,Tatyana,61655,Samolenko-Dorovskikh,3,URS,1500,women,Tokyo,242.58,2
1131,Lyudmila,61612,Rogachova,3,URS,1500,women,Tokyo,242.72,3
1132,Doina,61238,Melinte,3,ROU,1500,women,Tokyo,243.19,4
1133,Ellen,60931,Kiessling,3,GER,1500,women,Tokyo,244.75,5
1134,Kirsty,62016,Wade,3,GBR,1500,women,Tokyo,245.16,6
1135,Susan,61741,Sirma,3,KEN,1500,women,Tokyo,245.47,7
1136,Malgorzata,61642,Rydz,3,POL,1500,women,Tokyo,245.52,8
1137,Letitia,62013,Vriesde,3,SUR,1500,women,Tokyo,245.67,9
1138,Violeta,60138,Szekely,3,ROU,1500,women,Tokyo,245.86,10
1139,Debbie,60205,Scott-Bowker,3,CAN,1500,women,Tokyo,246.06,11
1140,PattiSue,61518,Plumer,3,USA,1500,women,Tokyo,246.8,12
1141,Yvonne,68523,Mai-Graham,3,GER,1500,women,Tokyo,247.45,13
1142,Elena,60554,Fidatov,3,ROU,1500,women,Tokyo,250.15,14
1143,Ravilya,60988,Agletdinova-Kotovich,3,URS,1500,women,Tokyo,257.59,15
1144,Dong,67834,Liu,4,CHN,1500,women,Stuttgart,240.5,1
1145,Sonia,61397,O'Sullivan,4,IRL,1500,women,Stuttgart,243.48,2
1146,Hassiba,60203,Boulmerka,4,ALG,1500,women,Stuttgart,244.29,3
1147,Yi,68188,Lu,4,CHN,1500,women,Stuttgart,246.06,4
1148,Angela,60292,Chalmers,4,CAN,1500,women,Stuttgart,247.95,5
1149,Theresia,62711,Kiesl,4,AUT,1500,women,Stuttgart,248.04,6
1150,Anna,75002,Brzezinska,4,POL,1500,women,Stuttgart,248.11,7
1151,Fabia,61927,Trabaldo,4,ITA,1500,women,Stuttgart,248.23,8
1152,Violeta,60138,Szekely,4,ROU,1500,women,Stuttgart,248.57,9
1153,Wei,67852,Yan,4,CHN,1500,women,Stuttgart,249.05,10
1154,Carla,61644,Sacramento,4,POR,1500,women,Stuttgart,249.15,11
1155,Maite,62151,Zúñiga,4,ESP,1500,women,Stuttgart,250.79,12
1156,Lyudmila,61612,Rogachova,4,RUS,1500,women,Stuttgart,252.14,13
1157,Leah,61478,Pells,4,CAN,1500,women,Stuttgart,253.87,14
