,athlete_first_name,athlete_id,athlete_last_name,championship_number,country,distance,gender,location,mark_time,place
430,Krisztina,179866,Papp,13,HUN,10000,women,Daegu,1976.02,16
431,Megumi,223885,Kinukawa,13,JPN,10000,women,Daegu,2048.37,17
432,Meseret,171229,Defar,13,ETH,10000,women,Daegu,,18
433,Eloise,138972,Wellings,13,AUS,10000,women,Daegu,,19
434,Tirunesh,181712,Dibaba,14,ETH,10000,women,Moskva,1843.35,1
435,Gladys,204867,Cherono,14,KEN,10000,women,Moskva,1845.17,2
436,Belaynesh,249355,Oljira,14,ETH,10000,women,Moskva,1846.98,3
437,Emily,194210,Chebet,14,KEN,10000,women,Moskva,1847.02,4
438,Hitomi,198871,Niiya,14,JPN,10000,women,Moskva,1856.7,5
439,Shitaye,246399,Eshete,14,BRN,10000,women,Moskva,1873.79,6
440,SellyChepyego,184661,Kaptich,14,KEN,10000,women,Moskva,1882.11,7
441,Shalane,174853,Flanagan,14,USA,10000,women,Moskva,1894.83,8
442,Ababel,262990,Yeshaneh,14,ETH,10000,women,Moskva,1922.09,9
443,Christelle,195725,Daunay,14,FRA,10000,women,Moskva,1924.44,10
444,Marisol,233224,Romero,14,MEX,10000,women,Moskva,1936.36,11
445,Jordan,219561,Hasay,14,USA,10000,women,Moskva,1937.93,12
446,AnaDulce,175105,Félix,14,POR,10000,women,Moskva,1956.73,13
447,Amy,194201,Hastings,14,USA,10000,women,Moskva,1971.19,14
448,Karolina,220986,Jarzynska,14,POL,10000,women,Moskva,1974.15,15
449,Juliet,262632,Chekwel,14,UGA,10000,women,Moskva,1977.02,16
450,Gulshat,244961,Fazlitdinova,14,RUS,10000,women,Moskva,2011.49,17
451,Sabrina,132603,Mockenhaupt,14,GER,10000,women,Moskva,,18
452,Lara,205371,Tamsett,14,AUS,10000,women,Moskva,,19
453,Ingrid,61007,Kristiansen,2,NOR,10000,women,Roma,1865.85,1
454,Yelena,62146,Zhupiyeva-Vyazova,2,URS,10000,women,Roma,1869.4,2
455,Kathrin,61948,Wessel,2,GDR,10000,women,Roma,1871.34,3
456,Olga,60187,Bondarenko,2,URS,10000,women,Roma,1878.38,4
457,Liz,61208,McColgan,2,GBR,10000,women,Roma,1879.82,5
458,Lynn,60858,Jennings,2,USA,10000,women,Roma,1905.43,6
459,Albertina,61138,Machado,2,POR,10000,women,Roma,1906.61,7
460,Xiuting,62030,Wang,2,CHN,10000,women,Roma,1908.88,8
461,Angela,61914,Tooby,2,GBR,10000,women,Roma,1915.3,9
462,Kerstin,61537,Pressler,2,FRG,10000,women,Roma,1916.8,10
463,Martine,61421,Oppliger,2,SUI,10000,women,Roma,1927.49,11
464,Marleen,61585,Renders,2,BEL,10000,women,Roma,1932.51,12
465,Lynn,61364,Nelson,2,USA,10000,women,Roma,1942.88,13
466,Christine,61224,McMiken,2,NZL,10000,women,Roma,1945.67,14
467,Francie,61048,Larrieu-Smith,2,USA,10000,women,Roma,1950.0,15
468,Nancy,61904,Rooks-Tinari,2,CAN,10000,women,Roma,1951.55,16
469,Aurora,60373,Cunha,2,POR,10000,women,Roma,1964.42,17
470,Kumi,60020,Araki,2,JPN,10000,women,Roma,1995.08,18
471,AnaIsabel,60041,Alonso,2,ESP,10000,women,Roma,2000.65,19
472,Tuija,70446,Toivonen-Jousimaa,2,FIN,10000,women,Roma,2005.46,20
473,Lorraine,66069,Moller,2,NZL,10000,women,Roma,2047.26,21
474,Lieve,61749,Slegers,2,BEL,10000,women,Roma,,22
475,Liz,61208,McColgan,3,GBR,10000,women,Tokyo,1874.31,1
476,Huandi,62138,Zhong,3,CHN,10000,women,Tokyo,1895.08,2
477,Xiuting,62030,Wang,3,CHN,10000,women,Tokyo,1895.99,3
478,Kathrin,61948,Wessel,3,GER,10000,women,Tokyo,1898.96,4
479,Lynn,60858,Jennings,3,USA,10000,women,Tokyo,1914.44,5
480,Uta,61510,Pippig,3,GER,10000,women,Tokyo,1915.68,6
481,Ingrid,61007,Kristiansen,3,NOR,10000,women,Tokyo,1930.75,7
482,Derartu,61939,Tulu,3,ETH,10000,women,Tokyo,1936.55,8
483,Jill,60805,Hunter,3,GBR,10000,women,Tokyo,1944.55,9
484,Luchia,61128,Yishak,3,ETH,10000,women,Tokyo,1947.61,10
485,Conceição,60546,Ferreira,3,POR,10000,women,Tokyo,1949.12,11
486,Delilah,60080,Asiago,3,KEN,10000,women,Tokyo,1953.71,12
487,Tatyana,61533,Pozdnyakova,3,URS,10000,women,Tokyo,1955.17,13
488,Yongmei,62031,Wang,3,CHN,10000,women,Tokyo,1960.22,14
489,Rosanna,61320,Munerotto,3,ITA,10000,women,Tokyo,1964.43,15
490,Miki,67085,Igarashi,3,JPN,10000,women,Tokyo,1964.62,16
491,Iulia,61360,Olteanu,3,ROU,10000,women,Tokyo,1973.57,17
492,Carole,61627,Rouillard,3,CAN,10000,women,Tokyo,1978.77,18
493,Annette,61700,Sergent-Palluy,3,FRA,10000,women,Tokyo,1981.92,19
494,Izumi,61150,Maki,3,JPN,10000,women,Tokyo,2007.84,20
495,Jane,61371,Ngotho,3,KEN,10000,women,Tokyo,2016.91,21
496,Albertina,60436,Dias,3,POR,10000,women,Tokyo,,22
497,Yelena,61617,Romanova,3,URS,10000,women,Tokyo,,23
498,Päivi,61902,Tikkanen,3,FIN,10000,women,Tokyo,,24
499,AnneMarie,63243,Letko-Lauck,3,USA,10000,women,Tokyo,,25
500,Junxia,67840,Wang,4,CHN,10000,women,Stuttgart,1849.3,1
501,Huandi,62138,Zhong,4,CHN,10000,women,Stuttgart,1872.55,2
502,Sally,67988,Barsosio,4,KEN,10000,women,Stuttgart,1875.38,3
503,Tegla,61121,Loroupe,4,KEN,10000,women,Stuttgart,1889.91,4
504,Lynn,60858,Jennings,4,USA,10000,women,Stuttgart,1890.53,5
505,Conceição,60546,Ferreira,4,POR,10000,women,Stuttgart,1890.6,6
506,Albertina,60436,Dias,4,POR,10000,women,Stuttgart,1893.03,7
507,AnneMarie,63243,Letko-Lauck,4,USA,10000,women,Stuttgart,1897.26,8
508,Uta,61510,Pippig,4,GER,10000,women,Stuttgart,1899.97,9
509,Fernanda,61588,Ribeiro,4,POR,10000,women,Stuttgart,1900.51,10
510,Carmem,60598,deOliveira,4,BRA,10000,women,Stuttgart,1907.76,11
511,Maria,62882,Guida,4,ITA,10000,women,Stuttgart,1935.34,12
512,Kathrin,61948,Wessel,4,GER,10000,women,Stuttgart,1947.38,13
513,Olga,60087,Appell,4,MEX,10000,women,Stuttgart,1952.51,14
514,Naomi,62115,Yoshida,4,JPN,10000,women,Stuttgart,1955.44,15
515,Iulia,61360,Olteanu,4,ROU,10000,women,Stuttgart,1960.61,16
516,Izumi,61150,Maki,4,JPN,10000,women,Stuttgart,1973.41,17
517,Rosario,61323,Murcia,4,FRA,10000,women,Stuttgart,1974.65,18
518,Suzana,63868,Ciric,4,SCG,10000,women,Stuttgart,2006.72,19
519,MaríaIsabel,68261,Juárez,4,MEX,10000,women,Stuttgart,2008.47,20
520,Elaine,61962,VanBlunk,4,USA,10000,women,Stuttgart,2022.85,21
521,Gitte,60900,Karlshøj,4,DEN,10000,women,Stuttgart,2038.58,22
522,Catherina,61221,McKiernan,4,IRL,10000,women,Stuttgart,,23
523,Päivi,61902,Tikkanen,4,FIN,10000,women,Stuttgart,,24
524,Elana,63297,Meyer,4,RSA,10000,women,Stuttgart,,25
525,Fernanda,61588,Ribeiro,5,POR,10000,women,Göteborg,1864.99,1
526,Derartu,61939,Tulu,5,ETH,10000,women,Göteborg,1868.1,2
527,Tegla,61121,Loroupe,5,KEN,10000,women,Göteborg,1877.66,3
528,Maria,62882,Guida,5,ITA,10000,women,Göteborg,1887.82,4
529,Elana,63297,Meyer,5,RSA,10000,women,Göteborg,1891.96,5
530,Liz,61208,McColgan,5,GBR,10000,women,Göteborg,1900.14,6
531,Alla,75111,Zhilyaeva,5,RUS,10000,women,Göteborg,1912.15,7
532,Hiromi,67987,Suzuki,5,JPN,10000,women,Göteborg,1914.01,8
533,Annemari,67856,Sandell-Hyrvärinen,5,FIN,10000,women,Göteborg,1914.29,9
534,Kathrin,61948,Wessel,5,GER,10000,women,Göteborg,1915.04,10
535,Lieve,61749,Slegers,5,BEL,10000,women,Göteborg,1930.59,11
536,Lynn,60858,Jennings,5,USA,10000,women,Göteborg,1932.82,12
537,Conceição,60546,Ferreira,5,POR,10000,women,Göteborg,1934.69,13
538,AnneMarie,63243,Letko-Lauck,5,USA,10000,women,Göteborg,1942.54,14
539,Jill,60805,Hunter,5,GBR,10000,women,Göteborg,1944.93,15
540,Junko,68097,Kataoka,5,JPN,10000,women,Göteborg,1965.43,16
541,Marleen,61585,Renders,5,BEL,10000,women,Göteborg,1967.46,17
542,Gete,67845,Wami,5,ETH,10000,women,Göteborg,1976.94,18
543,Albertina,60436,Dias,5,POR,10000,women,Göteborg,,19
544,Yvonne,61329,Murray,5,GBR,10000,women,Göteborg,,20
545,Sally,67988,Barsosio,6,KEN,10000,women,Athína,1892.92,1
546,Fernanda,61588,Ribeiro,6,POR,10000,women,Athína,1899.15,2
547,Masako,110036,Chiba,6,JPN,10000,women,Athína,1901.93,3
548,Berhane,68169,Adere,6,ETH,10000,women,Athína,1908.95,4
549,Xiujuan,110045,Ren,6,CHN,10000,women,Athína,1910.63,5
550,Tegla,61121,Loroupe,6,KEN,10000,women,Athína,1920.93,6
551,Siju,110031,Yang,6,CHN,10000,women,Athína,1921.61,7
552,Colleen,71157,DeReuck,6,RSA,10000,women,Athína,1923.81,8
553,Silvia,62890,Sommaggio,6,ITA,10000,women,Athína,1936.92,9
554,Chiemi,70915,Takahashi,6,JPN,10000,women,Athína,1943.61,10
555,NoraLeticia,80553,Rocha,6,MEX,10000,women,Athína,1954.58,11
556,Julia,61978,Vaquero,6,ESP,10000,women,Athína,1956.91,12
557,Annette,61491,Peters,6,USA,10000,women,Athína,1963.38,13
558,Chantal,110169,Dällenbach,6,FRA,10000,women,Athína,1971.2,14
559,Annemari,67856,Sandell-Hyrvärinen,6,FIN,10000,women,Athína,1980.11,15
560,Hiromi,115408,Masuda,6,JPN,10000,women,Athína,1983.14,16
561,Elana,63297,Meyer,6,RSA,10000,women,Athína,1985.82,17
562,Marleen,61585,Renders,6,BEL,10000,women,Athína,,18
563,Zahia,70468,Dahmani,6,FRA,10000,women,Athína,,19
564,Gete,67845,Wami,6,ETH,10000,women,Athína,,20
565,Gete,67845,Wami,7,ETH,10000,women,Sevilla,1824.56,1
566,Paula,62914,Radcliffe,7,GBR,10000,women,Sevilla,1827.13,2
567,Tegla,61121,Loroupe,7,KEN,10000,women,Sevilla,1832.03,3
568,Harumi,68096,Hiroyama,7,JPN,10000,women,Sevilla,1886.84,4
569,Chiemi,70915,Takahashi,7,JPN,10000,women,Sevilla,1887.62,5
570,Merima,115652,Hashim,7,ETH,10000,women,Sevilla,1892.06,6
571,Berhane,68169,Adere,7,ETH,10000,women,Sevilla,1892.51,7
572,Teresa,70384,Recio,7,ESP,10000,women,Sevilla,1903.8,8
573,Marleen,61585,Renders,7,BEL,10000,women,Sevilla,1911.21,9
574,Olivera,76257,Jevtic,7,SCG,10000,women,Sevilla,1917.67,10
575,Deena,71314,Kastor,7,USA,10000,women,Sevilla,1931.14,11
576,Yuko,115267,Kawakami,7,JPN,10000,women,Sevilla,1939.02,12
577,Restituta,115231,Joseph,7,TAN,10000,women,Sevilla,1940.26,13
578,María,115399,Abel,7,ESP,10000,women,Sevilla,1942.88,14
579,Ana,71115,Dias,7,POR,10000,women,Sevilla,1957.72,15
580,AnneMarie,63243,Letko-Lauck,7,USA,10000,women,Sevilla,1977.07,16
581,Guixia,67871,Zheng,7,CHN,10000,women,Sevilla,1979.83,17
582,Blandine,68180,Bitzner-Ducret,7,FRA,10000,women,Sevilla,1986.98,18
583,Zhaoxia,80112,Dong,7,CHN,10000,women,Sevilla,1992.94,19
584,Lidiya,71443,Vasilevskaya,7,RUS,10000,women,Sevilla,1993.21,20
585,MaríaLuisa,70357,Larraga,7,ESP,10000,women,Sevilla,1995.98,21
586,Zahia,70468,Dahmani,7,FRA,10000,women,Sevilla,2026.23,22
587,Priscilla,67130,Mamba,7,SWZ,10000,women,Sevilla,2325.18,23
588,Libbie,71430,Johnson-Hickman,7,USA,10000,women,Sevilla,,24
589,Helena,71127,Sampaio,7,POR,10000,women,Sevilla,,25
590,Asmae,132957,Leghzaoui,7,MAR,10000,women,Sevilla,,26
591,Fernanda,61588,Ribeiro,7,POR,10000,women,Sevilla,,27
592,AliceJemeli,169762,Timbilili,7,KEN,10000,women,Sevilla,,28
593,Annemari,67856,Sandell-Hyrvärinen,7,FIN,10000,women,Sevilla,,29
594,LeahJemeli,115016,Malot,7,KEN,10000,women,Sevilla,,30
595,Stella,115180,Castro,7,COL,10000,women,Sevilla,,31
596,Derartu,61939,Tulu,8,ETH,10000,women,Edmonton,1908.81,1
597,Berhane,68169,Adere,8,ETH,10000,women,Edmonton,1908.85,2
598,Gete,67845,Wami,8,ETH,10000,women,Edmonton,1909.98,3
599,Paula,62914,Radcliffe,8,GBR,10000,women,Edmonton,1910.06,4
600,MihaelaMaria,171924,Prundus,8,ROU,10000,women,Edmonton,1923.46,5
601,Lyudmila,110305,Petrova,8,RUS,10000,women,Edmonton,1924.94,6
602,Asmae,132957,Leghzaoui,8,MAR,10000,women,Edmonton,1926.35,7
603,Yamna,110180,Oubouhou,8,FRA,10000,women,Edmonton,1929.21,8
604,Haruko,139371,Okamoto,8,JPN,10000,women,Edmonton,1934.56,9
605,Lyudmila,137580,Biktasheva,8,RUS,10000,women,Edmonton,1938.64,10
606,Deena,71314,Kastor,8,USA,10000,women,Edmonton,1938.65,11
607,Olivera,76257,Jevtic,8,SCG,10000,women,Edmonton,1939.44,12
608,Mizuki,139333,Noguchi,8,JPN,10000,women,Edmonton,1939.94,13
609,Aster,180509,Demissie,8,ETH,10000,women,Edmonton,1945.81,14
610,Teresa,70384,Recio,8,ESP,10000,women,Edmonton,1950.56,15
611,Hrisostomía,76253,Iakóvou,8,GRE,10000,women,Edmonton,1951.46,16
612,Nataliya,169758,Berkut,8,UKR,10000,women,Edmonton,1952.68,17
613,Gunhild,68424,Haugen,8,NOR,10000,women,Edmonton,1953.72,18
614,Mari,137576,Ozaki,8,JPN,10000,women,Edmonton,1959.17,19
615,Tina,115620,Connelly,8,CAN,10000,women,Edmonton,1980.37,20
616,Ana,71115,Dias,8,POR,10000,women,Edmonton,1983.78,21
617,Jennifer,110233,Rhines,8,USA,10000,women,Edmonton,1991.22,22
618,Inga,136340,Juodeškiené,8,LTU,10000,women,Edmonton,1991.6,23
619,María,132992,Paredes,8,ECU,10000,women,Edmonton,2144.52,24
620,Berhane,68169,Adere,9,ETH,10000,women,Saint-Denis,1804.18,1
621,Werknesh,115653,Kidane,9,ETH,10000,women,Saint-Denis,1807.15,2
622,Yingjie,131258,Sun,9,CHN,10000,women,Saint-Denis,1807.2,3
623,Lornah,115229,Kiplagat,9,NED,10000,women,Saint-Denis,1812.53,4
624,Alla,75111,Zhilyaeva,9,RUS,10000,women,Saint-Denis,1823.07,5
625,Galina,138456,Bogomolova,9,RUS,10000,women,Saint-Denis,1826.2,6
626,Huina,183297,Xing,9,CHN,10000,women,Saint-Denis,1831.55,7
627,Benita,132359,Willis,9,AUS,10000,women,Saint-Denis,1837.68,8
628,Ejegayehu,183201,Dibaba,9,ETH,10000,women,Saint-Denis,1861.07,9
629,Jelena,173460,Prokopcuka,9,LAT,10000,women,Saint-Denis,1866.14,10
630,Kayoko,179923,Fukushi,9,JPN,10000,women,Saint-Denis,1870.57,11
631,Deena,71314,Kastor,9,USA,10000,women,Saint-Denis,1877.86,12
632,MihaelaMaria,171924,Prundus,9,ROU,10000,women,Saint-Denis,1888.72,13
633,Yoko,132630,Shibui,9,JPN,10000,women,Saint-Denis,1902.01,14
634,Megumi,133049,Oshima,9,JPN,10000,women,Saint-Denis,1907.0,15
635,Lidiya,136427,Grigoryeva,9,RUS,10000,women,Saint-Denis,1909.41,16
636,Elva,115672,Dryer,9,USA,10000,women,Saint-Denis,1919.81,17
637,Helena,67329,Javornik,9,SLO,10000,women,Saint-Denis,1921.57,18
638,SalinaJebet,70936,Kosgei,9,KEN,10000,women,Saint-Denis,1929.15,19
639,Anikó,115090,Kálovics,9,HUN,10000,women,Saint-Denis,1935.96,20
640,Sonja,115660,Stolic,9,SCG,10000,women,Saint-Denis,1988.87,21
641,Nataliya,169758,Berkut,9,UKR,10000,women,Saint-Denis,1992.84,22
642,Yesenia,76251,Centeno,9,ESP,10000,women,Saint-Denis,2012.5,23
643,Fernanda,61588,Ribeiro,9,POR,10000,women,Saint-Denis,,24
644,Sabrina,132603,Mockenhaupt,9,GER,10000,women,Saint-Denis,,25
645,Derartu,61939,Tulu,9,ETH,10000,women,Saint-Denis,,26
646,Adriana,76255,Fernández,9,MEX,10000,women,Saint-Denis,,27
647,Marie,115533,Davenport,9,IRL,10000,women,Saint-Denis,,28
648,Justin,176453,Gatlin,10,USA,100,men,Helsinki,9.88,1
649,Michael,170936,Frater,10,JAM,100,men,Helsinki,10.05,2
650,Kim,20646,Collins,10,SKN,100,men,Helsinki,10.05,3
651,Francis,50109,Obikwelu,10,POR,100,men,Helsinki,10.07,4
652,Dwight,134968,Thomas,10,JAM,100,men,Helsinki,10.09,5
653,Leonard,136996,Scott,10,USA,100,men,Helsinki,10.13,6
654,Marc,177492,Burns,10,TTO,100,men,Helsinki,10.14,7
655,Aziz,131232,Zakari,10,GHA,100,men,Helsinki,10.2,8
656,Tyson,185464,Gay,11,USA,100,men,Osaka,9.85,1
657,Derrick,197742,Atkins,11,BAH,100,men,Osaka,9.91,2
658,Asafa,189571,Powell,11,JAM,100,men,Osaka,9.96,3
659,OlusojiA.,198597,Fasuba,11,NGR,100,men,Osaka,10.07,4
660,Churandy,170105,Martina,11,AHO,100,men,Osaka,10.08,5
661,Marlon,21137,Devonish,11,GBR,100,men,Osaka,10.14,6
662,Matic,176900,Osovnikar,11,SLO,100,men,Osaka,10.23,7
663,Marc,177492,Burns,11,TTO,100,men,Osaka,10.29,8
664,Usain,184599,Bolt,12,JAM,100,men,Berlin,9.58,1
665,Tyson,185464,Gay,12,USA,100,men,Berlin,9.71,2
666,Asafa,189571,Powell,12,JAM,100,men,Berlin,9.84,3
667,Daniel,195976,Bailey,12,ANT,100,men,Berlin,9.93,4
668,Richard,206487,Thompson,12,TTO,100,men,Berlin,9.93,5
669,Dwain,50331,Chambers,12,GBR,100,men,Berlin,10.0,6
670,Marc,177492,Burns,12,TTO,100,men,Berlin,10.0,7
671,Darvis,137055,Patton,12,USA,100,men,Berlin,10.34,8
672,Yohan,208640,Blake,13,JAM,100,men,Daegu,9.92,1
673,Walter,195974,Dix,13,USA,100,men,Daegu,10.08,2
674,Kim,20646,Collins,13,SKN,100,men,Daegu,10.09,3
675,Christophe,235477,Lemaitre,13,FRA,100,men,Daegu,10.19,4
676,Daniel,195976,Bailey,13,ANT,100,men,Daegu,10.26,5
677,Jimmy,248925,Vicaut,13,FRA,100,men,Daegu,10.27,6
678,Nesta,200802,Carter,13,JAM,100,men,Daegu,10.95,7
679,Usain,184599,Bolt,13,JAM,100,men,Daegu,,8
680,Usain,184599,Bolt,14,JAM,100,men,Moskva,9.77,1
681,Justin,176453,Gatlin,14,USA,100,men,Moskva,9.85,2
682,Nesta,200802,Carter,14,JAM,100,men,Moskva,9.95,3
683,Kemar,246675,Bailey-Cole,14,JAM,100,men,Moskva,9.98,4
684,Nickel,227948,Ashmeade,14,JAM,100,men,Moskva,9.98,5
685,Mike,200897,Rodgers,14,USA,100,men,Moskva,10.04,6
686,Christophe,235477,Lemaitre,14,FRA,100,men,Moskva,10.06,7
687,James,231406,Dasaolu,14,GBR,100,men,Moskva,10.21,8
688,Carl,1622,Lewis,1,USA,100,men,Helsinki,10.07,1
689,Calvin,2696,Smith,1,USA,100,men,Helsinki,10.21,2
690,Emmit,20700,King,1,USA,100,men,Helsinki,10.24,3
691,Allan,9758,Wells,1,GBR,100,men,Helsinki,10.27,4
692,Juan,6735,Nuñez,1,DOM,100,men,Helsinki,10.29,5
693,Christian,20702,Haas,1,FRG,100,men,Helsinki,10.32,6
694,Paul,20703,Narracott,1,AUS,100,men,Helsinki,10.33,7
695,Desai,3123,Williams,1,CAN,100,men,Helsinki,10.36,8
696,Carl,1622,Lewis,2,USA,100,men,Roma,9.93,1
697,Raymond,2769,Stewart,2,JAM,100,men,Roma,10.08,2
698,Linford,496,Christie,2,GBR,100,men,Roma,10.14,3
699,Attila,1505,Kovács,2,HUN,100,men,Roma,10.2,4
700,Viktor,363,Bryzgin,2,URS,100,men,Roma,10.25,5
701,Lee,20814,McRae,2,USA,100,men,Roma,10.34,6
702,Pierfrancesco,2217,Pavoni,2,ITA,100,men,Roma,16.23,7
703,Ben,1305,Johnson,2,CAN,100,men,Roma,,8
704,Carl,1622,Lewis,3,USA,100,men,Tokyo,9.86,1
705,Leroy,392,Burrell,3,USA,100,men,Tokyo,9.88,2
706,Dennis,1896,Mitchell,3,USA,100,men,Tokyo,9.91,3
707,Linford,496,Christie,3,GBR,100,men,Tokyo,9.92,4
708,Frank,3720,Fredericks,3,NAM,100,men,Tokyo,9.95,5
709,Raymond,2769,Stewart,3,JAM,100,men,Tokyo,9.96,6
710,Robson,601,daSilva,3,BRA,100,men,Tokyo,10.12,7
711,Bruny,2797,Surin,3,CAN,100,men,Tokyo,10.14,8
712,Linford,496,Christie,4,GBR,100,men,Stuttgart,9.87,1
713,Andre,448,Cason,4,USA,100,men,Stuttgart,9.92,2
714,Dennis,1896,Mitchell,4,USA,100,men,Stuttgart,9.99,3
715,Carl,1622,Lewis,4,USA,100,men,Stuttgart,10.02,4
716,Bruny,2797,Surin,4,CAN,100,men,Stuttgart,10.02,5
717,Frank,3720,Fredericks,4,NAM,100,men,Stuttgart,10.03,6
718,Daniel,8002,Effiong,4,NGR,100,men,Stuttgart,10.04,7
719,Raymond,2769,Stewart,4,JAM,100,men,Stuttgart,10.18,8
720,Donovan,9340,Bailey,5,CAN,100,men,Göteborg,9.97,1
721,Bruny,2797,Surin,5,CAN,100,men,Göteborg,10.03,2
722,Ato,9066,Boldon,5,TTO,100,men,Göteborg,10.03,3
723,Frank,3720,Fredericks,5,NAM,100,men,Göteborg,10.07,4
724,Michael,1751,Marsh,5,USA,100,men,Göteborg,10.1,5
725,Linford,496,Christie,5,GBR,100,men,Göteborg,10.12,6
726,Olapade,23,Adeniken,5,NGR,100,men,Göteborg,10.2,7
727,Raymond,2769,Stewart,5,JAM,100,men,Göteborg,10.29,8
728,Maurice,15044,Greene,6,USA,100,men,Athína,9.86,1
729,Donovan,9340,Bailey,6,CAN,100,men,Athína,9.91,2
730,Tim,9809,Montgomery,6,USA,100,men,Athína,9.94,3
731,Frank,3720,Fredericks,6,NAM,100,men,Athína,9.95,4
732,Ato,9066,Boldon,6,TTO,100,men,Athína,10.02,5
733,Davidson,823,Ezinwa,6,NGR,100,men,Athína,10.1,6
734,Bruny,2797,Surin,6,CAN,100,men,Athína,10.12,7
735,Michael,1751,Marsh,6,USA,100,men,Athína,10.29,8
736,Maurice,15044,Greene,7,USA,100,men,Sevilla,9.8,1
737,Bruny,2797,Surin,7,CAN,100,men,Sevilla,9.84,2
738,Dwain,50331,Chambers,7,GBR,100,men,Sevilla,9.97,3
739,Obadele,9873,Thompson,7,BAR,100,men,Sevilla,10.0,4
740,Tim,20257,Harden,7,USA,100,men,Sevilla,10.02,5
741,Tim,9809,Montgomery,7,USA,100,men,Sevilla,10.04,6
742,Jason,20294,Gardener,7,GBR,100,men,Sevilla,10.07,7
743,Kareem,4215,Streete-Thompson,7,CAY,100,men,Sevilla,10.24,8
744,Maurice,15044,Greene,8,USA,100,men,Edmonton,9.82,1
745,Bernard,133550,Williams,8,USA,100,men,Edmonton,9.94,2
746,Ato,9066,Boldon,8,TTO,100,men,Edmonton,9.98,3
747,Dwain,50331,Chambers,8,GBR,100,men,Edmonton,9.99,4
748,Kim,20646,Collins,8,SKN,100,men,Edmonton,10.07,5
749,Christian,135175,Malcolm,8,GBR,100,men,Edmonton,10.11,6
750,Aziz,131232,Zakari,8,GHA,100,men,Edmonton,10.24,7
751,Tim,9809,Montgomery,8,USA,100,men,Edmonton,,8
752,Kim,20646,Collins,9,SKN,100,men,Saint-Denis,10.07,1
753,Darrel,170098,Brown,9,TTO,100,men,Saint-Denis,10.08,2
754,Darren,9344,Campbell,9,GBR,100,men,Saint-Denis,10.08,3
755,Bernard,133550,Williams,9,USA,100,men,Saint-Denis,10.13,4
756,Deji,12775,Aliu,9,NGR,100,men,Saint-Denis,10.21,5
757,Uchenna,177331,Emedolu,9,NGR,100,men,Saint-Denis,10.22,6
758,Dwain,50331,Chambers,9,GBR,100,men,Saint-Denis,,7
759,Tim,9809,Montgomery,9,USA,100,men,Saint-Denis,,8
760,Lauryn,175216,Williams,10,USA,100,women,Helsinki,10.93,1
761,Veronica,134999,Campbell-Brown,10,JAM,100,women,Helsinki,10.95,2
762,Christine,70454,Arron,10,FRA,100,women,Helsinki,10.98,3
763,Chandra,67766,Sturrup,10,BAH,100,women,Helsinki,11.09,4
764,Me'Lisa,137453,Barber,10,USA,100,women,Helsinki,11.09,5
765,Sherone,190293,Simpson,10,JAM,100,women,Helsinki,11.09,6
766,Muna,176852,Lee,10,USA,100,women,Helsinki,11.09,7
767,Yuliya,181559,Nestsiarenka,10,BLR,100,women,Helsinki,11.13,8
768,Veronica,134999,Campbell-Brown,11,JAM,100,women,Osaka,11.01,1
769,Lauryn,175216,Williams,11,USA,100,women,Osaka,11.01,2
770,Carmelita,189546,Jeter,11,USA,100,women,Osaka,11.02,3
771,Torri,136060,Edwards,11,USA,100,women,Osaka,11.05,4
772,Kim,110255,Gevaert,11,BEL,100,women,Osaka,11.05,5
773,Christine,70454,Arron,11,FRA,100,women,Osaka,11.08,6
774,Kerron,179849,Stewart,11,JAM,100,women,Osaka,11.12,7
775,Oludamola,196111,Osayomi,11,NGR,100,women,Osaka,11.26,8
776,Shelly-Ann,198930,Fraser-Pryce,12,JAM,100,women,Berlin,10.73,1
777,Kerron,179849,Stewart,12,JAM,100,women,Berlin,10.75,2
778,Carmelita,189546,Jeter,12,USA,100,women,Berlin,10.9,3
779,Veronica,134999,Campbell-Brown,12,JAM,100,women,Berlin,10.95,4
780,Lauryn,175216,Williams,12,USA,100,women,Berlin,11.01,5
781,Debbie,68269,Ferguson-McKenzie,12,BAH,100,women,Berlin,11.05,6
782,Chandra,67766,Sturrup,12,BAH,100,women,Berlin,11.05,7
783,Aleen,170512,Bailey,12,JAM,100,women,Berlin,11.16,8
784,Carmelita,189546,Jeter,13,USA,100,women,Daegu,10.9,1
785,Veronica,134999,Campbell-Brown,13,JAM,100,women,Daegu,10.97,2
786,Kelly-Ann,190476,Baptiste,13,TTO,100,women,Daegu,10.98,3
787,Shelly-Ann,198930,Fraser-Pryce,13,JAM,100,women,Daegu,10.99,4
788,Blessing,227190,Okagbare,13,NGR,100,women,Daegu,11.12,5
789,Kerron,179849,Stewart,13,JAM,100,women,Daegu,11.15,6
790,Ivet,183664,Lalova,13,BUL,100,women,Daegu,11.27,7
791,Marshevet,183111,Myers,13,USA,100,women,Daegu,11.33,8
792,Shelly-Ann,198930,Fraser-Pryce,14,JAM,100,women,Moskva,10.71,1
793,Murielle,224635,Ahoure,14,CIV,100,women,Moskva,10.93,2
794,Carmelita,189546,Jeter,14,USA,100,women,Moskva,10.94,3
795,English,228445,Gardner,14,USA,100,women,Moskva,10.97,4
796,Kerron,179849,Stewart,14,JAM,100,women,Moskva,10.97,5
797,Blessing,227190,Okagbare,14,NGR,100,women,Moskva,11.04,6
